Census Tract,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6061021108,3080,7.53,75.81,16.66,18.99,72.14,1.75,0.52,2.99,3.6
6061021109,5634,11.22,74.58,14.2,10.17,78.56,1.38,0.12,7.74,2.02
6061021122,3300,8.39,64.88,26.73,8.12,81.21,1.3,0,5.91,3.45
6061021123,7297,8.87,71.28,19.86,5.69,84.25,1.59,0.96,4.32,3.19
6061021128,2951,11.39,73.84,14.77,14.88,66.76,2.27,0.34,6.57,9.18
6061021129,3352,12.26,75.57,12.17,15.42,71.24,2.03,0,5.94,5.37
6061021130,2477,9.97,78.2,11.83,18.57,62.58,0,0,15.99,2.87
6061021131,5526,10.44,74.74,14.82,13.7,71.86,2.68,0.36,4.85,6.55
6061021203,7668,16.93,65.41,17.66,9.09,79.11,1.77,0,2.8,7.22
6061021204,2546,8.37,65.44,26.2,13.83,83.27,0,1.3,0.67,0.94
6061021304,6057,15.14,63.91,20.95,6.92,84.74,2.58,0,5.15,0.61
6061021309,14332,15.62,77.93,6.45,12.83,64.91,1.9,0.35,15.26,4.75
6061021322,20899,17.91,68.02,14.06,14.52,55.98,2.69,0.08,22.82,3.9
6061021401,2538,12.65,73.48,13.87,37.08,58.63,1.3,0,0.71,2.29
6061021403,6909,17.46,70.98,11.56,50.62,41.4,0.61,0.43,2.56,4.39
6061021501,5885,10.57,66.73,22.7,12.88,77.04,0.49,0.63,5.3,3.65
6061021502,3668,7.36,71.02,21.62,9.38,80.45,0.3,0.41,1.74,7.72
6061021603,4763,11.27,59.31,29.41,22.02,73.67,0.1,0.17,2.06,1.97
6061021604,3634,9.41,61.12,29.47,11.53,85.09,0.33,0.39,1.57,1.1
6061021801,4965,6.99,63.5,29.51,8.14,88.88,0.08,0.18,1.29,1.43
6061021802,6318,12.8,58.99,28.21,12.06,83.19,0.6,0,0.65,3.5
6061021901,3350,3.85,76.18,19.97,9.25,81.28,2.09,3.22,0.6,3.55
6061021902,4875,8.29,66.79,24.92,7.06,88.08,0.68,0.98,1.62,1.58
6061022002,7188,9.36,69.5,21.13,12.74,79.35,1.39,1.92,0.6,3.99
6061022011,1622,5.36,73.61,21.02,5.49,91,0,0,1.85,1.66
6061022013,2932,4.6,74.05,21.35,5.46,91,0.14,0.89,1.57,0.95
6061022014,1318,9.86,78.53,11.61,7.59,90.67,0,0,0,1.75
6061022100,525,11.24,74.29,14.48,0,92,0,3.81,2.86,1.33
6061022200,751,15.31,62.32,22.37,5.99,93.21,0,0,0,0.8
6061022300,415,0,71.57,28.43,0,95.18,0,0,4.82,0
6061022400,4402,13.88,70.24,15.88,13.08,68.58,1.84,0.34,11.88,4.27
6061022500,4721,14.3,69.86,15.84,9.4,63.06,2.73,0.93,18,5.87
6061022600,5042,12,79.19,8.81,10.93,65.25,4.52,0.22,10.13,8.94
6061022800,4685,17.72,71.55,10.74,13.98,61.75,1.9,0,18.44,3.93
6061022900,5394,15.09,78.98,5.93,14.26,60.27,0.78,1.24,19.93,3.52
6061023000,3623,16.23,75.3,8.47,11.45,63.29,3.86,0.14,12.81,8.45
6061023100,8339,13.14,74.09,12.77,10.22,63.78,3.48,0,16.98,5.54
6061023200,6000,21.22,70.02,8.77,16.65,63.47,2.9,0,14.73,2.25
6061023300,5930,15.75,75.68,8.57,16.66,63.84,2.04,0.13,10.36,6.96
6061023400,5674,15,72.66,12.34,21.15,68.17,2.27,0,6.36,2.04
6061023500,6011,17.02,73.13,9.85,16.49,70.7,1.63,0,9.93,1.25
6061023600,4182,0,15.93,84.07,6.91,89.43,0,0,3.66,0
6061023700,3197,0,9.48,90.52,2.75,93.81,0.91,0,2.53,0
6061023800,3023,0.96,17.43,81.61,4.4,86.21,2.94,0.17,5.22,1.06
6061023900,3289,12.5,74.31,13.2,23.69,68.93,1,0.15,2.49,3.74
6063000100,5446,8.56,73.12,18.33,9.99,81.31,2.39,1.27,0.73,4.32
6063000201,1359,5.89,49.3,44.81,6.11,92.94,0,0,0.96,0
6063000202,1142,5.78,59.89,34.33,3.06,94.66,0.53,0,1.75,0
6063000300,4409,15.15,64.19,20.66,9.96,82.44,0.11,2.18,2,3.31
6063000400,2510,7.69,60.4,31.91,4.58,72.79,0,3.94,5.3,13.39
6063000501,2145,6.71,65.36,27.93,13.05,85.55,0,0,0.19,1.21
6063000502,1649,5.28,49.85,44.88,10.55,87.63,0,0.24,0,1.58
6065030101,1201,7.74,85.35,6.91,58.53,11.24,14.65,0,13.32,2.25
6065030103,2277,18.14,72.82,9.05,70.22,24.95,0.22,0.04,2.37,2.2
6065030104,7650,9.78,83.49,6.73,66.25,13.28,8.47,0.12,9.52,2.37
6065030200,4469,8.64,78.65,12.71,38.8,51.4,3.49,0.16,1.79,4.36
6065030300,4071,7.98,79.39,12.63,49.99,34.66,10.81,0.2,1.77,2.58
6065030400,6741,14.66,74.8,10.55,83.09,9.09,6.11,0,1.7,0
6065030501,4557,10.31,78.82,10.86,62.85,15.36,13.17,0,7.75,0.88
6065030502,1963,13.65,80.9,5.45,81.61,10.09,8.1,0,0,0.2
6065030503,3592,22.22,74.22,3.56,84.38,6.68,5.46,0,0.22,3.26
6065030601,5586,7.89,67.54,24.56,14.72,61.82,5.48,0.21,16.02,1.75
6065030602,3229,9.94,61.78,28.28,17.28,68.01,5.57,0.53,5.42,3.19
6065030603,3232,9.13,71.32,19.55,26.67,65.75,1.24,0,4.52,1.83
6065030700,5927,16.6,69.9,13.5,47.07,46.43,3.64,0,0.94,1.91
6065030800,7801,13.41,74.25,12.34,46.49,42.15,5.5,0.67,5.17,0.03
6065030900,3059,13.04,75.09,11.87,67.05,21.31,4.67,0.26,6.28,0.42
6065031001,5872,14.8,70.33,14.87,56.62,35.71,5.31,0.65,0.77,0.94
6065031002,5202,14.24,77.85,7.9,79.89,12.61,4.38,0.48,0,2.63
6065031100,5726,19.4,68.13,12.47,42.04,42.18,8.42,0.56,1.48,5.33
6065031200,7184,9.95,77.88,12.17,55.41,40.38,0.72,0,3.48,0
6065031300,3277,18.28,74.92,6.81,96.09,1.65,0.92,0,0.55,0.79
6065031401,7635,13.65,76.32,10.03,56.02,31.83,9.6,0,0.96,1.6
6065031402,7793,11.15,76.57,12.28,50.3,41.2,3.57,0.09,1.81,3.03
6065031501,7993,7.43,82.71,9.86,50.36,34.31,4.47,1.66,5.77,3.44
6065031502,8357,13.21,68.61,18.18,59.03,28.32,9.08,0.31,1.21,2.05
6065031601,4499,14.34,73.97,11.69,65.15,25.52,3.58,0,5.29,0.47
6065031602,6311,14.2,77.07,8.73,76.98,16.65,2.17,0.29,2.43,1.49
6065031701,2403,10.61,70.54,18.85,60.17,21.68,5.45,0,11.69,1
6065031702,2322,13.09,67.83,19.08,52.07,37.86,2.24,0,7.15,0.69
6065031703,4115,9.23,80.61,10.16,61.58,28.36,2.02,0.27,5.81,1.97
6065031704,5838,14.29,73.57,12.14,53.43,30.08,4.01,0.1,10.79,1.59
6065040101,4542,20.41,71.99,7.6,76.51,12.59,10.5,0,0,0.4
6065040102,4810,17.61,72.62,9.77,66.11,26.03,3.18,0.33,2.87,1.48
6065040201,6340,11.94,82.4,5.66,75.8,16.89,2.93,0.25,2.94,1.18
6065040202,3342,18.31,70.89,10.8,67.27,29.74,0.45,0.87,0.78,0.9
6065040203,4422,14.56,80.21,5.22,93.24,4.82,1.83,0,0.11,0
6065040204,4160,19.09,74.59,6.32,88.99,5.22,5.17,0,0,0.63
6065040301,8542,22.91,67.89,9.2,82.45,11.79,4.62,0,1.13,0
6065040302,7414,8.94,78.93,12.13,53.47,32.14,2,0,10.4,2
6065040303,4321,16.69,75.82,7.5,66.47,20.69,4.7,0,6.85,1.3
6065040402,4373,15.92,74.46,9.63,76.29,22.98,0.14,0.46,0.14,0
6065040403,5723,11.46,79.57,8.96,79.07,19.22,0.82,0,0,0.89
6065040404,2972,12.65,77.19,10.16,59.19,23.28,2.32,0,11,4.21
6065040405,6404,15.44,70.6,13.96,52.61,36.62,5.07,0,4.51,1.19
6065040501,7327,14.24,74.97,10.8,78.86,17.78,0.44,0,1.62,1.3
6065040502,6650,15.01,78.35,6.65,76.35,14.72,5.98,0.08,1.86,1.01
6065040503,4155,7.92,62.02,30.06,62.5,25.32,9.39,0,2.38,0.41
6065040603,3346,14.11,78.87,7.02,77.47,11.63,0,0,10.91,0
6065040604,5363,9.42,73.32,17.27,56.87,38.04,0.02,0.52,1.25,3.3
6065040605,3208,16.77,79.11,4.11,88.56,10.44,0,0,0.81,0.19
6065040606,3746,15.56,79.04,5.39,87,10.41,0,0,1.76,0.83
6065040607,12853,13.56,76.94,9.5,50.15,21.8,5,0,18.72,4.33
6065040609,14774,25.42,67.25,7.32,30.24,23.11,6.63,0,34.18,5.84
6065040611,8054,14.53,80.08,5.39,42.25,24.93,7.75,0.25,20.04,4.78
6065040613,11946,14.67,77.41,7.92,41.36,20.74,6.55,0,26.49,4.86
6065040615,10810,17.31,74.08,8.61,37.69,24.29,8.8,0,20.54,8.69
6065040616,8333,13.81,78.09,8.1,36.11,17.05,12.2,0,31.68,2.95
6065040701,2417,7.16,74.97,17.87,26.4,63.84,4.43,0,4.1,1.24
6065040702,2614,10.33,74.22,15.46,34.2,62.05,0.46,0,1.11,2.18
6065040703,2643,9.19,75.41,15.4,33.41,61.1,0.23,0,2.69,2.57
6065040806,3202,9.03,77.64,13.34,38.76,54.18,0.5,0.5,4.81,1.25
6065040807,3543,16.91,70.84,12.25,51.26,36.16,3.67,0,4.6,4.32
6065040808,8774,19.51,71.6,8.89,61.6,20.08,7.28,0,7.08,3.95
6065040809,4262,14.88,76.33,8.8,53.64,24.66,6.43,0,14.55,0.73
6065040812,4059,14.24,73.86,11.9,41.34,56.52,0,0,0.34,1.8
6065040813,6377,8.44,76.15,15.41,28.57,55.34,2.34,0,12.45,1.3
6065040814,5152,19.2,75.27,5.53,43.05,31.35,7.49,0.6,13.29,4.21
6065040815,3960,11.89,80.1,8.01,35.68,23.48,13.18,0,24.57,3.08
6065040816,2446,8.3,82.62,9.08,35.4,32.87,11.53,0.08,15.13,4.99
6065040821,5973,14.41,78.2,7.38,35.74,34.62,9.61,0.72,15.81,3.5
6065040901,8029,14.44,77.28,8.28,50.59,21.83,7.26,0.45,16.4,3.46
6065040902,6486,11.07,71.69,17.24,50.68,31.9,1.4,0.11,10.66,5.24
6065040903,2889,16.1,71.79,12.11,60.99,25.34,4.57,0,3.98,5.12
6065040904,4365,12.19,76.4,11.41,64.99,26.69,2.96,0.11,4.71,0.53
6065041001,2750,16.73,77.6,5.67,65.78,21.31,10.62,1.31,0.98,0
6065041002,3551,15.29,77.47,7.24,82.57,10.31,4.48,0,1.72,0.93
6065041003,2814,9.95,80.63,9.42,66.28,23.45,4.16,0,4.83,1.28
6065041004,4798,15.26,76.01,8.73,66.97,18.72,4.96,0,5.73,3.63
6065041101,6247,26.78,66.96,6.26,90.99,7.7,0.93,0,0,0.38
6065041102,4689,11.99,81.32,6.7,74.39,17.51,1.92,0.15,4.31,1.73
6065041201,4370,10.8,78.17,11.03,68.12,18.58,5.33,0.09,7.87,0
6065041202,4683,13.09,76.79,10.12,82.19,13.52,0.85,0.62,2.46,0.36
6065041203,3499,14.09,80.51,5.4,80.48,9.72,2.97,0,5.63,1.2
6065041301,3902,20.96,72.07,6.97,83.14,9.41,1.79,0,4.74,0.92
6065041302,4786,14.67,79.34,6,85.19,8.04,2.19,0.29,3.95,0.33
6065041403,4106,10.74,71.77,17.49,44.52,30.57,5.72,0.22,15.76,3.21
6065041404,3927,12.27,77.29,10.44,55.9,25.11,6.37,0.08,7.71,4.84
6065041405,4478,10.79,79.88,9.33,56.14,26.49,6.95,1.72,7.05,1.65
6065041406,5974,12.91,80.43,6.66,51.54,26.65,8.35,0,10.3,3.16
6065041407,5873,13.06,75.57,11.37,66.12,19.85,6.32,0,6.18,1.53
6065041408,4581,10.59,82.73,6.68,62.06,21.89,6.09,0,4.3,5.65
6065041409,16512,13.52,77.52,8.96,33.3,41.64,6.52,0.56,16.2,1.79
6065041410,2949,17.6,75.14,7.26,95.66,2.37,0.31,1.39,0.27,0
6065041411,2697,13.01,70.11,16.87,74.38,19.87,2.15,0,2.67,0.93
6065041412,5542,7.33,76.49,16.19,58.95,24.99,5.9,0.34,9.67,0.14
6065041500,3263,13.79,79.93,6.28,65.98,20.35,5.52,1.78,5.85,0.52
6065041600,6511,17.03,78.94,4.02,86.81,7.48,1.66,0,2.58,1.47
6065041702,5185,12.98,75.06,11.96,63.72,31.42,2.18,0,1.83,0.85
6065041703,6378,16.67,75.76,7.57,77.8,15.65,4.31,0.36,0.88,1
6065041704,3815,14.15,80.21,5.64,86.5,8.31,1.1,0,3.36,0.73
6065041803,7092,13.3,76.73,9.97,28.36,44.8,4.34,0,17.6,4.91
6065041804,4826,9.82,77.52,12.66,34.87,49.01,3.4,0,11.68,1.04
6065041805,6205,13.65,79.1,7.25,53.2,29.43,4.22,0,8.69,4.46
6065041806,4858,14.51,76.41,9.08,33.45,36.23,10.68,0,16.81,2.82
6065041807,2329,9.15,77.2,13.65,48.13,43.15,2.23,0,3.65,2.83
6065041808,6728,9.54,74.2,16.26,31.21,46.18,4.38,0,16.19,2.04
6065041809,5815,9.37,81.51,9.11,35.22,50.52,7.7,0,4.66,1.89
6065041810,6192,11.01,80.1,8.88,31.4,47.01,6.38,0,11.76,3.46
6065041812,3336,12.29,72.03,15.68,44,43.02,4.17,0.27,8.09,0.45
6065041813,7165,13.3,72.92,13.78,63.67,28.36,2.99,0.07,4.27,0.64
6065041904,5391,9.27,80.99,9.74,48.6,40.96,1.28,0,9.01,0.15
6065041905,3391,14.6,76.47,8.94,58.12,27.75,6.13,0.94,3.21,3.83
6065041906,6583,13.16,75.92,10.92,65.58,25.51,2.57,0,3.81,2.54
6065041909,5622,11.44,75.03,13.54,55.96,34.26,0.96,0,6.12,2.7
6065041910,7685,10.81,67.52,21.67,37.61,41.91,8.84,0.4,7.99,3.25
6065041911,13750,16.88,69.6,13.52,29.94,40.87,9.4,0,15.33,4.46
6065041912,6797,12.58,76.12,11.3,25.61,44.05,1.65,0.35,23.71,4.62
6065041913,5414,12.1,76.89,11.01,32.71,47.1,2.94,0.44,13.87,2.94
6065042003,6776,13.02,74.75,12.23,36.05,44.89,6.29,0.19,9.77,2.8
6065042004,3722,7.17,72.03,20.8,36.24,54.94,5.29,0,1.78,1.75
6065042005,5821,8.28,79.01,12.71,32.76,42.71,6.13,0,14.45,3.95
6065042007,5058,12.79,71.19,16.01,22.99,61.74,7.63,0.53,3.12,3.97
6065042008,8902,14.84,70.71,14.45,43.74,42.65,5.29,0.42,5.67,2.22
6065042009,8126,14.5,72.96,12.54,61.3,23.12,7.16,0.41,5.73,2.28
6065042010,6179,15.97,72.18,11.85,79.11,8.79,11.41,0,0,0.7
6065042012,6956,15.09,77.83,7.07,36.75,39.97,10.49,0.07,7.73,4.99
6065042013,7811,9.95,79.81,10.24,16.76,51.98,6.07,0,18.31,6.89
6065042014,11624,12.14,79.38,8.48,35.44,40.32,11,0,10.23,3.01
6065042206,5820,10.6,78.93,10.46,31.2,47.61,8.83,1.55,7.25,3.56
6065042207,2889,6.96,71.86,21.18,24.16,57.36,4.88,0.17,7.27,6.16
6065042208,2635,13.93,65.84,20.23,26.87,58.03,1.44,0,7.14,6.53
6065042209,5439,16.36,78.71,4.93,47.31,19.18,10.26,2.79,17.98,2.48
6065042210,4856,10.13,87.85,2.02,45.45,26.85,7.27,1.19,14.33,4.9
6065042212,6511,14.48,75.9,9.61,46.61,25.14,15.96,0,9.66,2.63
6065042213,4271,6.32,78.37,15.31,26.95,44.74,2.01,0.35,21.92,4.03
6065042214,6933,11.96,76.86,11.18,45.75,30.58,12.81,0,8.97,1.89
6065042217,5377,11.44,74.39,14.17,23.34,56.65,9.84,0,1.97,8.2
6065042300,8827,19.55,71.66,8.79,61.99,24.64,3.13,0.49,8.76,0.99
6065042401,2090,5.65,79.09,15.26,42.73,49.43,3.4,0.62,1.53,2.3
6065042402,4944,17.29,71.56,11.14,55.99,20.43,14.89,0.44,6.94,1.31
6065042403,4122,14.73,71.03,14.24,60.75,21.88,12.62,0,3.49,1.26
6065042404,2214,11.2,79.9,8.9,69.74,18.93,6.5,0,0.95,3.88
6065042405,5324,19.1,74.85,6.05,58.47,9.34,27.4,2.35,2.03,0.41
6065042406,4675,12.81,78.05,9.13,61.03,16.64,12.26,0.15,7.76,2.16
6065042407,3411,15.24,75.96,8.8,62.24,29.7,3.64,0,2.58,1.85
6065042408,3437,14.49,74.02,11.49,52.78,24.53,9.72,0,12.49,0.49
6065042409,3467,12.17,79,8.83,54.69,25.38,15.78,0,3.43,0.72
6065042410,5627,12.88,75.16,11.96,47.73,20.85,17.81,0.32,9.9,3.39
6065042411,2327,12.76,75.59,11.65,49.2,26.51,18.01,0,3.39,2.88
6065042412,4965,9.83,74.36,15.81,41.67,38.61,14.12,0,1.49,4.11
6065042505,3542,17.98,75.95,6.07,82.5,6.07,10.36,0,0.93,0.14
6065042506,9138,14.62,77.89,7.49,46.79,14.13,25.92,0.13,10.33,2.69
6065042507,4797,10.99,78.65,10.36,69.06,7.25,13.3,0.85,8.9,0.63
6065042508,5486,15.29,79.42,5.29,81.7,5.83,9.39,0,2.75,0.33
6065042509,3325,18.23,70.62,11.16,74.71,14.32,7.91,0.18,1.89,0.99
6065042510,5473,16.06,77.84,6.1,70.98,7.05,12.57,0.05,7.2,2.14
6065042511,3357,19.75,72.62,7.63,73.49,10.84,11.86,0,1.64,2.17
6065042512,3378,15.93,80.08,4,73,5.89,16.16,0,4.12,0.83
6065042513,2973,8.27,79.35,12.38,74.3,16.85,4.27,0,3.16,1.41
6065042514,3467,15.86,76.72,7.41,53.68,16.84,18,0.03,10.7,0.75
6065042515,3795,20.4,73.28,6.32,64.27,9.8,22.87,0,3.06,0
6065042516,4378,14.92,80.08,5,68.73,7.24,17.02,0,4.66,2.35
6065042517,3335,13.49,78.83,7.68,70.28,13.61,11.03,0,2.79,2.28
6065042518,3497,16.47,75.09,8.44,61.71,12.44,19.99,0.26,4.6,1
6065042519,1873,19.27,70.48,10.25,66.26,8.38,23.87,0.43,0.75,0.32
6065042520,4928,11.65,79.53,8.83,77.62,8.46,8.6,0.16,3.63,1.52
6065042521,5338,14.2,78.76,7.04,71.15,11.5,14.01,0.19,1.69,1.46
6065042617,11457,15.27,79.03,5.71,80.63,5.31,9.84,0,3.28,0.94
6065042618,8788,16.56,77.41,6.03,85.69,6.93,6.7,0.05,0.61,0.02
6065042619,12354,17.2,76.78,6.02,64.23,14.24,12.98,0.16,4.71,3.68
6065042620,14520,17.47,75.51,7.02,69.28,8.44,13.47,0,7.95,0.85
6065042621,7938,17.23,74.69,8.08,59.26,11.94,16.64,0,10.18,1.98
6065042622,4827,12.78,80.88,6.34,49.1,9.92,27.12,0,6.8,7.06
6065042623,3939,17.9,70.02,12.08,37.37,18.25,28.66,0,10.89,4.82
6065042624,4390,10.23,82.3,7.47,50.71,20.66,14.87,0,9.32,4.44
6065042706,8416,18.44,75.08,6.48,77.63,4.66,13.15,0,2.83,1.73
6065042708,5149,15.52,76.46,8.02,40.07,49.91,2.08,0,6.57,1.38
6065042709,4674,11.66,55.69,32.65,35.39,56.25,1.31,3.62,1.48,1.97
6065042711,4134,2.23,38.49,59.29,9.53,71.99,13.09,0.56,1.62,3.22
6065042714,3519,8.04,69.82,22.14,4.63,79.8,0,0.51,10.66,4.4
6065042715,14869,19.69,71.96,8.35,44.89,38.25,4.85,0,8.4,3.62
6065042716,5275,15.89,68.28,15.83,24.15,72.55,0,0.28,0.91,2.1
6065042717,5181,17.66,73.81,8.53,54.31,40.46,0,0,2.34,2.9
6065042719,5470,15.96,73.69,10.35,68.54,25.67,5.01,0,0.13,0.66
6065042720,5371,12.79,73.45,13.76,59,33.46,0.47,0,4.4,2.68
6065042723,6537,15.1,69.27,15.63,55.85,38.37,3.79,0.78,0.67,0.54
6065042724,4054,16.11,75.48,8.41,41.39,41.07,6.71,0.27,7.15,3.4
6065042726,9300,16.16,72.67,11.17,45.52,34.12,7.81,0.47,7.65,4.44
6065042728,2229,13.64,70.44,15.93,49.17,43.07,2.06,1.12,1.75,2.83
6065042729,9987,10.48,58.64,30.88,29.18,47.71,9.89,0.28,7.86,5.08
6065042730,5684,8.55,80.47,10.98,76.5,21.25,0.19,0,1.44,0.62
6065042731,8161,12.5,75.46,12.05,60.14,28.44,6.92,0,2.63,1.86
6065042732,6571,17.84,74.51,7.65,51.99,35.09,6,0.14,4.38,2.4
6065042733,11856,23.04,67.97,8.99,32.86,44.24,9.67,0.09,8.34,4.8
6065042737,2766,14.86,75.67,9.47,30.19,45.91,10.48,1.41,9.51,2.49
6065042738,8614,17.27,76.21,6.51,33.33,47.13,6.7,0.49,9.65,2.7
6065042739,7631,15.79,75.13,9.08,31.94,43.56,8.19,0.21,10.26,5.84
6065042740,1858,0,31.97,68.03,4.79,78.96,8.29,0,4.09,3.88
6065042741,2087,0.38,31,68.62,13.7,77.53,3.07,0.34,3.83,1.53
6065042742,4846,16.36,73.88,9.76,41.09,50.47,3.47,0.04,2.58,2.35
6065042743,3528,16.21,73.3,10.49,26.9,59.13,4.02,0,6.74,3.2
6065042744,4573,14.26,75.11,10.63,62.37,35.38,0,0.13,0.02,2.1
6065042745,5413,9.09,59.02,31.89,38.09,51.21,5.01,0,3.81,1.88
6065042800,9515,16.91,77.75,5.34,86.35,8.39,3.03,0.38,1.1,0.76
6065042901,7591,15.23,74.11,10.66,80.89,14.17,3.77,0.11,0.75,0.32
6065042902,5095,14.74,73.44,11.82,73.66,22.75,0.98,0.51,1.98,0.12
6065042903,6126,14.48,76.58,8.95,81.41,14.79,1.67,0.23,1.89,0.02
6065042904,10637,15.73,74.54,9.73,80.02,7.38,8.85,0,3.15,0.6
6065043001,7090,21.72,69.31,8.97,57.52,25.59,10.16,0,5.11,1.64
6065043003,7243,19.3,74.51,6.19,64.93,20.96,4.4,0.66,4.5,4.54
6065043005,5960,14.01,78.46,7.53,64.58,24.83,1.74,0,1.28,7.57
6065043006,5402,19.14,72.14,8.72,73.92,16.64,5.52,0,2.36,1.57
6065043007,7420,16.32,76.93,6.75,41.54,44,5.77,0.54,6.22,1.94
6065043008,7427,18.94,72.12,8.94,53.68,36.6,3.65,0.22,3.99,1.87
6065043009,5712,14.97,77.73,7.3,52.63,37.55,2.36,0.39,5.95,1.12
6065043010,5956,14.12,77.75,8.13,53.34,36.77,2.12,1.65,3.24,2.89
6065043206,7966,12.99,76.14,10.87,30.32,47.75,2.33,0.34,11.86,7.41
6065043211,5519,14.3,75.59,10.11,37.98,49.32,4.44,0.83,5.76,1.67
6065043216,6105,14.25,74.89,10.86,31.15,55.17,4.54,0,6.39,2.75
6065043217,3336,14.57,73.41,12.02,35.61,51.65,3.66,0,2.7,6.38
6065043218,5338,9.18,76.94,13.88,31.42,55,2.25,0,10.25,1.09
6065043220,4610,18.05,75.73,6.23,38.87,45.73,4.69,0,8.16,2.56
6065043222,5029,10.66,72.28,17.06,20.28,61.9,0.72,0,9.51,7.6
6065043227,7895,12.58,79.29,8.13,29.72,38.59,10.39,0,9.36,11.94
6065043228,3842,10.52,78.21,11.27,40.37,49.71,3.23,0.57,2.65,3.46
6065043229,5110,8.81,47.08,44.11,21.33,70.88,1.17,0,4.66,1.96
6065043235,10588,17.98,73.6,8.42,25.1,41.5,9.91,0.2,18.43,4.86
6065043239,7763,15.1,68.88,16.02,30.03,61.2,2.36,0.22,1.54,4.66
6065043240,12415,18.52,72.84,8.64,29.49,45.98,10.22,0.27,10.9,3.15
6065043242,9531,18.71,72.58,8.71,30.22,40.39,4.45,1.74,14.92,8.28
6065043244,9755,13.12,73.07,13.81,26.77,49.51,6.88,0,9.24,7.61
6065043246,5803,14.54,73.36,12.1,21.06,61.83,2.43,0.4,7.2,7.08
6065043247,14002,20.63,73.64,5.73,32.3,46.67,5.99,0.47,11.04,3.51
6065043248,4670,13.88,74.52,11.61,29.66,50.71,1.39,0.19,14.8,3.25
6065043250,10048,14.62,78.78,6.6,27.55,46.95,3.2,0.64,16.45,5.21
6065043252,9584,18.13,72.61,9.26,20.98,53.12,5.05,1.96,11.3,7.59
6065043254,5193,13.44,73.37,13.19,32.7,52.71,2.72,1.44,7.68,2.75
6065043256,3783,11.84,80.78,7.38,35.05,36.66,10.47,0.26,14.22,3.33
6065043257,9318,11.09,75.66,13.25,23.12,50.25,3.83,1.81,14.1,6.89
6065043262,5287,13.88,70.66,15.45,24.82,67.13,1.95,0,2.99,3.12
6065043264,7862,12.08,79.64,8.28,25.53,57.35,5.32,0,8.8,3
6065043265,8221,15.85,76.94,7.21,24.29,59.69,3.26,0.38,6.73,5.66
6065043266,5763,19.24,77.22,3.54,44.04,28.42,7.31,0,9.9,10.32
6065043267,6185,9.07,68.52,22.41,20.71,68.36,1.65,0.66,5.45,3.17
6065043270,6071,14.12,73.12,12.77,33.5,46.22,8.5,0,8.6,3.18
6065043271,3977,14.79,72.87,12.35,48.1,48.91,1.06,0.2,0.8,0.93
6065043272,4957,7.61,65.5,26.89,21.24,72.38,1.69,1.13,2.56,0.99
6065043274,2383,15.86,74.32,9.82,48.85,39.91,0.88,5.67,2.85,1.85
6065043276,3855,10.14,78.63,11.23,27.06,49.11,5.01,1.76,13.28,3.79
6065043278,6360,15.08,73.46,11.46,21.51,61.37,2.91,0,6.35,7.86
6065043279,5075,14.96,72.2,12.85,30.8,63.57,0.93,0.41,2.19,2.11
6065043291,9081,6.21,73.8,19.99,27.03,49.71,4.31,0.97,13.8,4.18
6065043304,7688,13.25,64.35,22.4,28.24,61.43,1.3,0.04,4.6,4.38
6065043306,5142,13.98,68.92,17.09,47.59,42.59,2.9,1.17,3.05,2.7
6065043307,6764,17.19,64.34,18.47,38.78,42.39,11.72,0,6.34,0.77
6065043308,2892,13.93,78.6,7.47,63.24,23.51,10.75,1.11,0.21,1.18
6065043309,2837,21.33,65.07,13.61,45.22,34.9,8.64,1.37,7.05,2.82
6065043310,3534,17.43,70.4,12.17,56.56,26.09,9.85,0,5.91,1.58
6065043311,2548,14.17,74.92,10.91,43.37,50.2,1.02,0,4.91,0.51
6065043312,4559,19.11,72.8,8.09,73.72,19.35,2.65,0,2.37,1.91
6065043313,4046,16.26,75.38,8.35,54.18,29.78,6.43,2.72,3.41,3.48
6065043314,3482,12.38,75.04,12.58,38.31,51.03,1.44,3.13,1.35,4.74
6065043315,2887,12.05,76,11.95,42.36,54.1,2.04,0.21,0.24,1.04
6065043316,3872,10.46,44.01,45.53,19.83,57.18,9.25,0,4.16,9.58
6065043317,8443,15.61,69.58,14.81,47.73,38.04,6.54,2.08,3.21,2.39
6065043401,6883,20.21,68.91,10.88,57.87,32.04,8.12,1.28,0.39,0.31
6065043403,2741,21.78,63.63,14.59,53.52,34.44,7.62,0,1.35,3.06
6065043404,2689,3.76,57.9,38.34,42.66,48.53,5.95,0,0.82,2.05
6065043405,4831,15.07,61.48,23.45,52.04,35.42,10.81,0,0,1.74
6065043503,3875,13.08,52.57,34.35,45.73,46.94,3.23,0,2.82,1.29
6065043504,8208,13.71,61.5,24.79,38.02,46.88,5.95,0,5.16,3.98
6065043505,3148,3.72,51.59,44.7,32.08,54.26,9.05,1.27,1.4,1.94
6065043506,6592,10.65,64.82,24.53,46.09,44.24,4.49,0,2.43,2.76
6065043507,6676,16.51,70.93,12.57,58.66,23.47,10.87,0,5.68,1.32
6065043508,6814,10.79,74.1,15.12,42.68,49.19,4.68,1.83,0.56,1.06
6065043509,5404,15.01,72.67,12.32,55.88,36.81,3.87,1.63,1.26,0.56
