Census Tract,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6001450601,3641,6.67,76.38,16.95,6.12,50.62,1.68,0.52,36.09,4.97
6001450602,10265,8.88,76.36,14.76,8.24,50.94,2.67,0.1,34.58,3.47
6001450603,5155,13.81,72.67,13.52,11.77,55.25,1.38,0.37,29.35,1.88
6001450604,5505,8.61,75.62,15.77,9.46,58.2,0.53,0,27.67,4.14
6001450605,3893,9.89,71.82,18.29,9.2,61.98,0.92,0.05,25.66,2.18
6001450606,6254,11.62,74.24,14.13,6.16,60.19,0.64,0.66,28.14,4.22
6001450607,5717,11.77,74.09,14.13,12.03,53.51,2.22,0,27.74,4.5
6001450701,8596,8.93,75.4,15.67,6.18,55.83,2.07,0.12,32.21,3.59
6001450741,5852,8.63,76.3,15.07,19.77,53.16,2.72,0.46,19.28,4.61
6001450742,5436,10.17,73.16,16.67,10.08,58.19,0.59,0,25.63,5.52
6001450743,6684,16.89,79.14,3.96,5.79,19.75,5.34,0.66,62.73,5.73
6001450744,6273,11.02,67.93,21.06,7.22,56.16,1.1,0.67,31.37,3.48
6001450745,6712,13.13,73.06,13.81,9.92,29.29,0.39,0.28,58.64,1.47
6001450746,3525,10.21,70.92,18.87,11.97,57.59,0.31,0,26.72,3.4
6001450750,5630,17.34,73.06,9.61,9.34,24.44,7.37,0,54.81,4.03
6001450751,11119,20.79,71.62,7.59,3.08,12,1.25,0.04,81.31,2.32
6001450752,7343,15.84,77.23,6.93,7.39,20.7,4.63,0.08,62.94,4.25
6001451101,8692,12.87,77.69,9.43,14.52,61.61,1.69,0.01,18.44,3.73
6001451102,4003,8.57,73.82,17.61,9.39,77.19,0.32,0.62,7.24,5.22
6001451201,7695,15.28,75.93,8.78,20.26,57.6,1.26,0.38,14.96,5.55
6001451202,5188,11.08,79.66,9.25,14.69,61.03,0.79,0.29,15.96,7.25
6001451300,6903,12.85,75.47,11.68,19.63,63.41,1.38,0,9.01,6.58
6001451401,6191,12.26,70.26,17.48,20.37,56.84,5.44,0,13.25,4.1
6001451403,2308,16.07,70.23,13.69,27.82,56.41,1.56,0,8.93,5.29
6001451404,7094,15.05,76.77,8.18,47.55,39.27,4.51,0.04,6.17,2.45
6001451501,4693,14.36,67.8,17.84,16.26,67.44,0.89,0.11,9.38,5.92
6001451503,6182,14.36,72.5,13.13,15.35,63.04,1.83,0.08,14.04,5.66
6001451504,1709,16.38,69.98,13.63,19.08,54.53,0.99,0,23.93,1.46
6001451505,3418,10.09,74.78,15.13,13.96,75.51,0.97,0.29,7.69,1.58
6001451506,3385,15.57,72.88,11.55,40.12,43.93,5.91,0,8.27,1.77
6001451601,5362,9.98,73.55,16.47,10.67,78.25,0.17,0,9.2,1.72
6001451602,6809,11.54,63.42,25.04,16.42,69.38,1.85,0.15,6.84,5.36
6001451701,3112,12.21,74.55,13.24,14.65,71.66,1.09,0.16,6.43,6.01
6001451703,4080,12.82,73.24,13.95,19.36,58.97,0,0.32,16.96,4.39
6001451704,4519,11.24,69.09,19.67,13.19,72.25,0.38,0.22,9.63,4.34
6001981900,58,0,100,0,13.79,86.21,0,0,0,0
6001982000,63,22.22,77.78,0,12.7,15.87,36.51,3.17,31.75,0
6001983200,583,2.57,85.59,11.84,8.06,52.83,9.09,1.54,24.18,4.29
6003010000,1039,9.05,61.02,29.93,12.51,53.03,0.87,30.22,0.96,2.41
6005000101,3908,8.88,53.38,37.74,7.8,83.73,0.26,0.84,1.97,5.4
6005000102,1982,7.82,64.78,27.4,8.53,80.78,0.3,0.55,3.53,6.31
6005000200,4748,11.79,60.38,27.82,10.93,82.52,0.57,0.93,0.19,4.87
6005000301,5105,2.9,85.03,12.07,31.52,46.52,14.99,1.55,1.51,3.92
6005000303,5623,6.53,67.7,25.77,12.66,85.54,0.04,0.09,0.47,1.21
6005000304,4597,10.38,72.09,17.53,8.98,85.38,0.22,0.61,0.48,4.33
6005000401,4675,7.66,53.43,38.91,6.76,87.81,0.13,0.09,0.77,4.45
6005000402,4639,5.45,64.82,29.73,18.32,77.28,0.37,0.97,1.45,1.62
6005000500,3152,8.72,64.69,26.59,14.18,77.54,0.16,0,4.61,3.52
6007000102,4032,13.94,65.38,20.68,13.02,79.56,0.42,0.17,1.02,5.8
6007000103,5393,18.02,73.32,8.66,15.43,76.69,1.63,0.46,3.39,2.39
6007000104,5517,10.35,72.96,16.69,21.01,69.73,3.92,0,3.88,1.47
6007000201,4075,11.29,76.42,12.29,17.23,75.12,0.32,0.27,4.17,2.9
6007000202,3703,8.78,72.29,18.93,18.09,72.51,2.08,0.14,3.05,4.13
6007000300,4764,15.66,70.05,14.29,18.79,68.79,3.4,1.64,3.67,3.72
6007000401,4186,15.79,74.08,10.13,22.46,65.72,0.17,0,9.27,2.39
6007000402,7973,10.1,68.64,21.26,14.54,75.55,1.49,0.19,4,4.23
6007000501,4793,8.66,78.24,13.1,21.47,67.62,1.19,0,3.96,5.76
6007000502,4402,5.75,88.64,5.61,25.81,57.02,2.32,1.39,10.7,2.77
6007000601,3530,12.44,73.34,14.22,11.42,77.14,0.11,0,6.68,4.65
6007000603,3681,3.37,89.68,6.95,16.84,70.28,3.21,0,3.12,6.55
6007000604,4245,9.85,87.21,2.94,21.98,58.82,5.75,0,7.63,5.82
6007000700,4626,9.71,74.69,15.61,11.05,84.24,0.11,0,2.92,1.69
6007000800,5664,14.09,67.92,17.99,9.5,85.28,0.44,0,1.2,3.58
6007000901,2656,10.84,67.66,21.5,16.11,67.7,0.68,0,10.13,5.38
6007000903,6697,11.99,75.41,12.6,24.32,57.13,4.79,0.81,10.45,2.49
6007000904,7107,11.62,66.95,21.43,12.23,82,0.7,0,2.54,2.53
6007001000,4122,7.54,87.55,4.9,14.31,73.9,4.66,1.04,1.99,4.1
6007001100,4388,5.65,83.52,10.82,21.47,65.54,2.3,0.5,5.63,4.56
6007001200,3706,5.53,84.97,9.5,17.57,76.36,0.16,0,1.16,4.75
6007001300,3689,14.26,74.71,11.03,27.05,50.69,2.68,2.2,10.84,6.53
6007001400,6088,12.47,67.33,20.2,16.51,81.19,0.03,0,1.72,0.54
6007001500,5834,10.9,70.67,18.43,12.56,78.73,1.92,0,2.23,4.56
6007001600,4753,7.3,67.6,25.1,9.97,80.69,0.55,0,1.94,6.86
6007001702,5727,8.15,65.46,26.38,6.29,83.13,0,0.89,1.5,8.19
6007001703,2731,13.29,61.33,25.38,8.39,88.83,0.18,0.44,0.44,1.72
6007001704,3583,11.42,68.21,20.37,13.79,82.08,0,0,0,4.13
6007001800,4356,9.85,65.89,24.27,5.81,86.91,0.8,0.48,0.69,5.3
6007001900,2625,8.57,61.83,29.6,3.24,88.15,0.99,2.17,0.99,4.46
6007002000,4974,13.69,62.2,24.11,9.19,84.36,0.04,0.66,0.04,5.71
6007002100,3603,15.63,55.09,29.28,8.55,78.74,0.03,0.25,1,11.43
6007002200,5138,9.85,64.81,25.34,8.82,85.38,0.06,0.49,2.43,2.82
6007002300,4263,6.99,63.95,29.06,9.01,85.9,0.33,0,0.42,4.34
6007002400,4660,7.79,57.38,34.83,9.68,77.06,0.26,2.21,1.87,8.93
6007002500,5946,17.84,72.54,9.62,14.11,57.11,5.63,1.36,14.9,6.88
6007002601,2599,12.12,51.33,36.55,8,79.95,1.27,0.35,1.39,9.04
6007002602,3628,8.35,57.69,33.96,7.99,83.43,0.88,2.26,0,5.43
6007002700,5953,12.3,69.73,17.97,8.85,81.71,0.25,0.57,4.47,4.15
6007002800,3883,15.61,63.82,20.58,12.49,68.19,6.88,0.36,3.91,8.16
6007002900,2907,11.46,71.72,16.82,8.39,51.08,1.86,1.89,27.28,9.49
6007003001,2553,15.51,68.39,16.1,14.41,53.39,5.52,4.15,7.29,15.24
6007003002,3158,11.91,74.98,13.11,17.73,52.63,0.85,2.66,14.72,11.4
6007003100,4573,13.38,65.62,20.99,11.35,73.85,0.15,1.47,9.56,3.63
6007003200,4210,15.39,64.3,20.31,35.56,51.02,1.78,4.37,1.16,6.1
6007003300,4083,6.78,70.68,22.53,12.52,73.33,0.44,3.33,5.46,4.92
6007003400,3681,16.54,69.14,14.32,49.36,47.79,0.05,0.22,0.54,2.04
6007003501,3773,22.18,66.02,11.79,35.67,55.39,0,1.35,2.6,4.98
6007003502,4495,16,67.21,16.8,39.51,58.67,0.16,0.11,1.47,0.09
6007003600,4202,12.97,70.7,16.33,33.44,56.59,0,1.09,1.5,7.38
6007003700,4889,9.92,73.33,16.75,13.89,61.59,1.02,0.49,20.07,2.95
6009000120,4694,14.68,58.22,27.1,11.65,83.47,1.79,0,1.21,1.87
6009000121,4483,5.71,63.69,30.6,8.14,84.01,0,1.41,0.31,6.13
6009000122,3560,2.72,57.22,40.06,8.68,85.11,1.15,0.48,0.14,4.44
6009000210,11100,7.41,69.64,22.95,17.71,76.14,0.29,0.13,1.47,4.27
6009000220,6795,12.79,68.84,18.37,11.35,81.24,1.46,0.22,3.05,2.69
6009000300,7496,10.89,61.13,27.99,12.17,76.32,0.67,0.29,1.6,8.95
6009000400,2722,6.1,61.06,32.84,7.79,83.39,0.18,1.95,3.05,3.64
6009000501,2776,17.11,50.94,31.95,11.17,87.72,0,0,0.43,0.68
6009000503,1431,4.61,54.65,40.74,6.57,90.64,0,0,2.24,0.56
6009000504,457,3.06,55.14,41.79,0.66,93.87,0.88,0,2.18,2.41
6011000100,5647,14.36,72.85,12.79,65.65,31.66,0,0.19,0.21,2.28
6011000200,5027,17.66,65.23,17.11,50.13,44.04,1.53,0.74,1.08,2.49
6011000300,5963,17.11,71.71,11.19,74.48,20.17,0.15,1.21,3.22,0.77
6011000400,2252,11.77,67.45,20.78,36.15,55.73,3.6,1.02,0.62,2.89
6011000500,2565,9.24,76.53,14.23,48.97,43.51,3.47,0,1.52,2.53
6013301000,5150,12.87,73.88,13.24,22.27,62.23,8.97,0,2.82,3.71
6013302005,7290,14.8,73.22,11.98,33.28,40.77,14.72,0.48,5.69,5.06
6013302006,3775,15.15,78.81,6.04,35.07,47.23,6.12,0,7.5,4.08
6013302007,6652,11.89,78.26,9.85,38.74,39.36,7.97,1.02,8.56,4.34
6013302008,8781,20.84,71.6,7.56,40.52,34.67,10.77,0.83,7.43,5.77
6013302009,7279,10.95,78.06,10.99,29.84,21.77,20.7,0,22.97,4.71
6013302010,11767,13.64,76.92,9.44,32.22,46.24,4.17,0.07,8.12,9.19
6013303102,9625,15.28,75.09,9.63,26.57,45.13,9.72,0,14.11,4.47
6013303103,12652,12.11,77.68,10.21,33.5,47.01,6.57,1.61,8.09,3.21
6013303201,12171,11.24,77.54,11.22,17.99,37.51,17.22,0.15,21.37,5.78
6013303202,7439,13.46,78.16,8.39,19.99,55.65,8,0,6.69,9.67
6013303203,10070,12.74,71.61,15.65,23.34,48.7,9.04,1.09,12.51,5.32
6013303204,4751,14.17,68.26,17.58,33.34,51.57,6.65,0,4.69,3.75
6013303205,8931,6.7,64.25,29.06,16.11,64.26,3.2,0,8.55,7.87
6013304001,5272,9.37,63.35,27.28,11.29,61.36,10.02,0,12.8,4.53
6013304002,1463,14.01,63.57,22.42,32.74,60.7,2.94,1.44,1.44,0.75
6013304003,3793,8.28,65.81,25.92,16.61,74.06,2.5,0.16,6.17,0.5
6013304004,4114,7.12,72.44,20.44,11.28,79.9,0.49,0,5.13,3.21
6013304005,8766,13.88,76.98,9.14,21.81,59.81,7.84,0,6.11,4.43
6013305000,6561,18.59,74.23,7.18,43.03,25.58,18.82,0.94,9.33,2.3
6013306002,3837,11.08,76.8,12.12,51.34,34.92,6.12,0.26,7.35,0
6013306003,5193,11.98,73.56,14.46,46.72,33.53,8.47,1.23,5.1,4.95
6013306004,3616,11.14,76,12.86,21.88,42.37,29.84,0,1.11,4.81
6013307101,4516,11.25,71.88,16.87,39.84,46.94,3.37,0.4,5.29,4.16
6013307102,5330,14.45,74.45,11.11,52.25,22.85,13.23,0,5.8,5.87
6013307201,3803,15.75,73.1,11.15,51.49,28.11,4.94,0,6.18,9.28
6013307202,4299,20.66,75.32,4.02,35.12,13.38,38.61,0.21,3.49,9.19
6013307204,4386,14.59,72.16,13.25,44.05,28.43,14.43,0.23,10.53,2.33
6013307205,7557,14.11,72.78,13.11,24.93,23.94,34.39,0.15,10.87,5.73
6013308001,7653,10.34,75.93,13.73,33.54,40.08,16.76,0.52,3.93,5.16
6013308002,4472,7.69,80.7,11.61,25,31.55,17.02,0,23.64,2.8
6013309000,3546,13.87,70.45,15.68,33.19,25.66,25.04,0,10.69,5.41
6013310000,6257,18.46,74.08,7.46,58.77,11.51,17.47,0,5.21,7.05
6013311000,5329,15.89,73.9,10.21,52.36,13.17,15.89,0.69,13.19,4.69
6013312000,2243,15.16,69.77,15.07,46.05,8.29,33.62,0.45,7.4,4.19
6013313101,7178,13.14,70.26,16.61,44.94,24.2,12.32,0.15,11.76,6.63
6013313102,4595,13.23,74.6,12.17,36.08,15.1,28.94,0,15.54,4.33
6013313103,8866,15.03,72.24,12.72,30.46,31.28,14.62,0,17.59,6.06
6013313203,3456,8.48,80.21,11.31,48.5,23.87,5.35,0.14,11.4,10.73
6013313204,5538,15.02,73.53,11.45,42.63,25.97,13.67,0.02,11.27,6.45
6013313205,1696,9.55,84.02,6.43,42.63,19.52,12.97,0,18.22,6.66
6013313206,6377,13.85,77.75,8.41,61.69,11.35,13.06,0,11.08,2.81
6013314102,6561,13.18,75.93,10.88,53.5,17.21,9.98,0.3,13.61,5.4
6013314103,5629,15.7,78.59,5.7,60.7,10.62,16.13,0.11,9.36,3.07
6013314104,9278,14.67,76.15,9.18,65.34,9.82,10.81,0.77,9.2,4.06
6013314200,7748,15.59,76.94,7.47,79.75,10.79,0.63,0.12,6.93,1.78
6013315000,3862,9.92,79.67,10.41,25.58,37.88,13.18,3.16,16.94,3.26
6013316000,1055,9.95,76.78,13.27,24.27,51.66,17.25,0,0.85,5.97
6013317000,2040,4.26,82.25,13.48,7.01,79.66,2.45,0.29,3.58,7.01
6013318000,3734,8.81,74.75,16.44,20.49,61.44,2.92,0,10.77,4.39
6013319000,8558,12.5,77.37,10.13,22.87,69.16,2.15,0,2.37,3.45
6013320001,3671,12.97,77.83,9.21,38.71,45.68,0.25,0,11.06,4.3
6013320003,2721,9.96,77.73,12.31,2.79,79.02,2.39,0,14.08,1.73
6013320004,6587,15.52,72.14,12.34,18.28,58.05,4.49,0,12.59,6.59
6013321101,6654,10.55,68.8,20.65,20.2,60.17,2.45,0.44,9.68,7.06
6013321102,6913,8.55,70.26,21.19,10.91,68.83,3.53,0.17,11.88,4.69
6013321103,4739,10.8,68.94,20.26,7.36,74.85,2.26,0.4,9.71,5.42
6013321200,5634,10.17,78.79,11.04,15.76,47.43,2.66,0,29.61,4.54
6013322000,6250,9.98,68.88,21.14,19.39,59.98,0.88,0.37,10.61,8.77
6013323000,4476,16.96,66.38,16.67,13.36,69.5,1.27,0,11.67,4.2
6013324001,5480,8.91,75,16.09,12.45,63.03,3.36,0,15.05,6.11
6013324002,5247,10.77,80.94,8.29,17.15,55.36,2.84,0,17.5,7.15
6013325000,6300,9.89,70,20.11,17.1,67.56,5.3,0,4.37,5.68
6013326000,3810,13.57,63.78,22.65,5.51,80.21,1.89,0,8.55,3.83
6013327000,7430,11.18,73.61,15.21,38.44,42.37,0.82,0.59,11.2,6.58
6013328000,2340,2.44,69.83,27.74,20.21,50.3,4.15,0,20.73,4.62
6013329000,6115,9.5,76.43,14.06,35.09,46.67,4.6,0,8.7,4.94
6013330000,5592,11.03,74.07,14.9,27.13,50.54,0.64,0,14.95,6.74
6013331000,7360,12.58,68.44,18.98,29.42,47.6,5.03,0.63,14.43,2.91
6013332000,8763,14.25,70.22,15.53,25.52,53.82,1.21,0,11.65,7.81
6013333101,4441,11.69,70.82,17.5,21.66,61.36,0,0.2,12.93,3.85
6013333102,4274,9.29,73.35,17.36,15.58,57.32,2.57,0,16.35,8.17
6013333200,6070,11.22,71,17.78,20.91,66.44,0.51,0,9.72,2.42
6013334001,3914,12.03,72.18,15.79,21.64,53.88,1.74,0.41,14,8.33
6013334004,7945,13.92,67.14,18.94,19.21,63.25,5.83,0,8.46,3.26
6013334006,4755,8.85,71.88,19.26,13.54,59.33,4.42,0.19,18.28,4.25
6013334200,7652,10.73,61.8,27.47,5.96,77.25,4.09,0,7.33,5.37
6013335000,3483,13.81,72.55,13.64,24,57.59,3.53,0,9.36,5.51
6013336101,5236,11.34,82.98,5.67,56.57,15.58,4.3,0.21,21.75,1.59
6013336102,7319,16.4,75.95,7.65,51.28,19.29,8.91,0.22,13.14,7.16
6013336201,4056,14.74,69.82,15.43,48.84,23.57,5.74,0.2,17.06,4.59
6013336202,6222,21.31,75.31,3.38,71.76,12.09,2.19,0,11.25,2.72
6013337100,3403,7.35,77.52,15.13,19.28,53.22,5.41,0.38,15.84,5.88
6013337200,8470,12.85,70.87,16.28,29.02,45.88,3.27,0,15.42,6.41
6013337300,6097,13.97,61.57,24.45,9.94,67.74,2.28,0,14.32,5.72
6013338101,5352,11.34,76.03,12.63,43.89,41.07,3.12,0.13,9.25,2.54
6013338102,3600,11.97,71.44,16.58,18.17,63.06,1.58,0,8.59,8.61
6013338201,4144,9.97,66.05,23.99,8.33,68.58,6.18,0,12.64,4.27
6013338203,5685,10.61,78.82,10.57,11.28,52.42,2.13,0,28.27,5.91
6013338204,6817,16.05,64.08,19.88,10.84,56.1,2.85,0,23.93,6.29
6013338301,2990,14.72,60.7,24.58,6.19,71.44,0.77,0,15.28,6.32
6013338302,5996,7.94,69.45,22.62,12.73,67.65,0.47,0,15.68,3.49
6013339001,3694,8.36,83.95,7.69,18.84,57.82,3.84,0,13.05,6.44
6013339002,6934,8.68,76.26,15.06,9.56,65.09,0.72,0,16.44,8.19
6013340001,6154,16.14,67.57,16.3,12.45,64.35,2.94,0.11,15.62,4.53
6013340002,7789,10.53,69.82,19.66,9.68,73.94,0.1,0.27,10.42,5.6
6013341000,5240,11.37,70.57,18.05,9.89,73.7,0.73,0,12.67,3.02
6013343001,4850,10.31,70.12,19.57,9.88,72.39,1.46,0.02,9.49,6.76
6013343002,4859,13.4,66.02,20.58,15.25,60.47,2.28,0,15.7,6.3
6013343003,3969,8.29,70.87,20.84,5.95,77.85,0,0.43,12.07,3.7
6013345101,5781,14.76,71.77,13.48,15.41,49.02,3.11,0.42,29.08,2.96
6013345102,3907,15.18,70.57,14.26,5.32,57.77,1.97,2.25,28.49,4.2
6013345103,4992,7.73,72.8,19.47,6.89,59.38,5.79,0,22.04,5.91
6013345105,6525,14.38,70.97,14.65,9.85,72.92,0.34,0.09,11.97,4.83
6013345108,7299,13.36,72.68,13.96,5.89,49.82,1.56,0,35.65,7.08
6013345111,5217,16.22,74.35,9.43,8.38,31.59,2.61,0.25,51.98,5.19
6013345112,6455,14.08,73.99,11.93,6.74,50.98,0,0,38.76,3.52
6013345113,4548,14.34,70.71,14.95,2.88,61.19,0.84,0,31.33,3.76
6013345114,6687,9,62.73,28.26,3.47,83.15,1.59,0,9.32,2.48
6013345115,5910,8.46,76.82,14.72,7.36,47.66,1.08,0,39.71,4.18
6013345116,2794,12.53,76.81,10.67,12.63,54.08,1.83,0.29,27.52,3.65
6013345202,7688,12.6,77.64,9.76,9.39,55.62,2,0.21,25.62,7.15
6013345203,6743,12.07,67.25,20.67,6.64,83.64,1.38,0,5.98,2.36
6013345204,3763,12.89,66.81,20.3,7.55,87.11,0,0,4.81,0.53
6013346101,3404,13.22,61.28,25.5,3.73,73.27,2.29,0,17.6,3.11
6013346102,5610,6.29,71.25,22.46,9.73,72.66,0.09,0.14,14.3,3.08
6013346201,7859,7.58,65.86,26.56,4.33,81.98,1.16,0,10.47,2.06
6013346203,4123,12.88,67.33,19.79,4.51,82.17,0.92,0,8.46,3.93
6013346204,7708,12.64,71.91,15.45,5.46,76.44,1.21,0,13.09,3.8
6013347000,6426,9.52,67.3,23.17,6.66,80.39,0.61,0,6.71,5.63
6013348000,5066,11.49,70.43,18.08,3.26,79.06,0.51,0.12,13.38,3.67
6013349000,5554,10.37,69.64,19.99,8.34,76.34,0.97,0.18,10.66,3.51
6013350000,6111,7.81,74.32,17.87,11.37,68.5,0.29,0,14.45,5.38
6013351101,2683,0,13.16,86.84,0.93,86.73,0.37,0,11.29,0.67
6013351102,3791,0,9.15,90.85,2.4,87.58,0.16,0.4,9.13,0.34
6013351103,2012,0,8.75,91.25,0.7,91.85,0.05,0,6.01,1.39
6013351200,6292,16.02,65.46,18.52,10.31,72.62,0.1,0,11.03,5.94
6013352101,3406,6.96,74.54,18.5,13.3,62.51,1.41,0.41,16.21,6.17
6013352102,5669,9.05,72.57,18.38,8.84,70.12,0.19,0,16.98,3.86
6013352201,6658,7.96,74.26,17.78,6.22,70.43,0.54,0,18.71,4.1
6013352202,2758,5.87,69.87,24.26,2.97,71.21,0.29,0.04,19.32,6.16
6013353001,4008,12.15,68.39,19.46,3.07,68.41,2.54,0,19.49,6.49
6013353002,4397,11.87,66,22.13,4.37,74.57,1.41,0,14.78,4.87
6013354001,2136,8.15,68.21,23.64,3.14,73.08,0,0,18.4,5.38
6013354002,7169,8.47,63.65,27.88,6.75,74.08,1.26,0,13.08,4.83
6013355107,5361,12.7,69.39,17.91,32.23,36.69,15.56,0.24,10.24,5.04
6013355108,13457,9.09,79.01,11.9,27.55,16.91,28.8,0,16.67,10.08
6013355109,7559,7.06,77.39,15.54,25.18,27.9,29.46,0,12.77,4.7
6013355110,4447,15.79,73.71,10.5,21.81,30.2,19.32,0,21.72,6.95
6013355111,6218,13.59,75.28,11.13,31.33,30.73,20.39,0,12.27,5.28
6013355112,5687,7.97,64.96,27.08,7.16,69.91,1.41,0,16.44,5.08
6013355113,4947,7.38,78.49,14.13,6.75,56.78,1.37,0,30.69,4.41
6013355114,11848,12.84,78.87,8.29,7.97,34.33,0.84,0.02,50.53,6.3
6013355115,7981,18.26,76.18,5.56,9.28,21.1,5.59,0,57,7.03
6013355116,8933,15.96,75.82,8.22,6.21,17.93,2.37,0.29,68.54,4.65
6013355117,7292,12.25,82.16,5.6,1.55,15.37,0.23,0.18,78.48,4.18
6013355200,11140,17.31,74.78,7.92,24.16,17.24,11.61,0,41.46,5.54
6013355301,8635,13.51,72.45,14.04,12.22,67.72,0.23,0.14,13.9,5.78
6013355302,3515,11.24,65.66,23.1,6.17,68.56,0.2,0,20.14,4.92
6013355304,8763,9.84,74.79,15.37,11.13,71.47,3.18,0.17,8.6,5.44
6013355306,5315,6.28,72.78,20.94,7.85,82.54,1.39,0,4.03,4.2
6013356001,4379,9.64,73.46,16.9,30.71,22.08,9.2,0,25.66,12.33
6013356002,5522,6.41,74.18,19.41,17.55,36.13,8.26,0.18,27.73,10.16
6013357000,3317,7.99,78.26,13.75,19.69,65.57,6.09,0.78,2.62,5.25
6013358000,6285,16.21,72.32,11.47,32.03,24.33,18.23,0,18.68,6.73
6013359102,5982,12.25,70.43,17.32,28.28,23.96,15.71,0.15,26.16,5.73
6013359103,5237,7.2,74.79,18.01,12.53,31.6,9.87,0,37.12,8.88
6013359104,2086,9.35,74.26,16.4,14.19,19.8,20.71,0.29,39.84,5.18
6013359105,5006,11.61,74.13,14.26,11.63,17.26,18.72,0,47.64,4.75
6013359202,6043,9.47,67.12,23.42,20.78,41.5,7.81,0.23,21.88,7.79
6013359203,7248,10.72,74.66,14.62,18.53,27.81,11.93,0,38.08,3.64
6013359204,4915,6.63,74.4,18.96,18.72,14.97,14.51,0,48.1,3.7
6013360101,4405,10.26,65.15,24.59,19.57,42.59,8.15,0,18.09,11.6
6013360102,4115,7.73,67.75,24.52,20.36,41.07,9.57,0.34,25.81,2.84
6013360200,5173,10.25,74.1,15.66,28.67,29.52,10.17,0.21,26.05,5.37
6013361000,5093,10.47,72.83,16.71,25.96,32.12,12.35,0,24.84,4.73
6013362000,2798,9.54,68.41,22.05,15.01,51.47,18.12,0,9.29,6.11
6013363000,7408,10.77,73.45,15.78,25.34,31.68,19.71,0,18.6,4.67
6013364002,5531,10.99,76.53,12.48,41.87,20.36,14.32,0.14,18.77,4.54
6013365002,5590,17.87,75.17,6.96,68.55,4.04,18.26,0,7.1,2.04
6013365003,5164,6.76,79.57,13.67,20.08,21.9,24.98,0.83,22.23,9.97
6013366001,4514,13.62,77.4,8.97,55.27,7.33,7.69,0.55,19.63,9.53
6013366002,6627,15.04,75.48,9.48,68.78,4.09,8.92,0.09,16.69,1.43
6013367100,5342,12.06,72.88,15.07,36.09,7.66,29.43,0,20.76,6.07
6013367200,6042,11.7,79.69,8.61,50.61,7.28,15.51,0,24.46,2.14
6013368001,4817,10.38,82.67,6.95,80.22,6.83,4.24,0,4.71,4.01
6013368002,3782,12.4,82.58,5.02,73.11,3.91,11.45,0.5,9.02,2.01
6013369001,7254,13.39,69.26,17.36,47.49,11.91,12.66,0,25.71,2.23
6013369002,3045,9.75,79.84,10.41,41.58,24.73,14.58,0,14.09,5.02
6013370000,2850,7.96,73.33,18.7,19.54,43.33,13.02,0.28,18.95,4.88
6013371000,5960,11.96,75.15,12.89,46.74,23.88,10.45,0,16.09,2.84
6013372000,7541,12.94,74.84,12.21,56.92,12.64,6.94,0.11,19.4,4
6013373000,4468,17.77,69.7,12.53,76.72,3.07,10.03,0.92,9.04,0.22
6013374000,4752,13.15,76.01,10.84,51.05,17.78,18.41,0,9.24,3.51
6013375000,4897,18.91,77.11,3.98,71.55,7.51,12.46,0,5.47,3
6013376000,6245,16.09,77.97,5.94,73.35,1.79,12.44,0,11.51,0.9
6013377000,7323,14.23,72.62,13.15,49.43,8.89,20.57,1.12,17.98,2.01
6013378000,3327,6.64,66.94,26.42,18.46,68.05,3.94,0,5.77,3.79
6013379000,7003,17.79,73.63,8.58,63.93,3.24,24.06,0.1,1.44,7.23
6013380000,5931,11.65,74.98,13.37,23.07,27.45,23.59,0.46,19.17,6.27
6013381000,6521,14.25,77.09,8.66,54.06,6.01,28.71,1.27,5.54,4.42
6013382000,8159,15.09,72.63,12.28,26.6,10.82,49.12,0.13,9.4,3.92
6013383000,4877,13.12,67.4,19.48,18.04,47.92,5.84,0,24.67,3.53
6013384000,3913,10.48,63.81,25.71,9.51,60.29,6.31,0.26,16.94,6.7
6013385100,2940,8.84,61.73,29.42,7.99,57.07,4.42,0,24.05,6.46
6013385200,1308,13.91,61.01,25.08,5.28,51.07,3.29,0.31,33.33,6.73
6013386000,3538,6.76,76.88,16.37,9.89,30.36,7.66,0.82,46.24,5.03
6013387000,2928,14.99,67.55,17.45,10.42,43.14,4,0.2,33.91,8.33
6013388000,2741,10.69,75.19,14.12,10.14,50.42,2.59,0.66,30.46,5.73
6013389100,2271,11.45,74.24,14.31,12.33,35.84,7.18,0.22,36.99,7.44
6013389200,1779,10.74,80.21,9.05,23.61,20.46,3.43,2.47,47.05,2.98
6013390100,2454,10.68,67.03,22.29,7.91,63.57,2.97,0,18.99,6.56
6013390200,1797,10.13,64.39,25.49,7.01,61.32,1.11,0,26.1,4.45
6013391000,2676,9.98,61.81,28.21,15.81,64.16,2.58,0,11.06,6.39
6013392000,2653,8.78,65.21,26.01,4.26,75.24,2.07,0.34,12.25,5.84
6013392200,11304,13.02,74.11,12.87,43.91,16.38,16.86,0.28,18.79,3.77
6013392300,3126,10.36,76.3,13.34,7.87,8.03,16.12,0,66.41,1.57
6015000101,4101,7.78,75.91,16.31,11.95,67.4,2.19,9.39,6.27,2.8
6015000102,3302,11.96,62.14,25.89,17.47,55.12,2,12.17,5.48,7.75
6015000104,2428,22.24,66.06,11.7,40.49,48.6,0,2.76,3.79,4.37
6015000105,6714,12.51,73.32,14.16,12.21,77.61,1.37,1.27,2.92,4.62
